Código,Quantidade,Prancha,CATEGORIA,Impressão,Papel,Laminação,Hot,Clichê,Total,Unit
7899866830851,1650,1,PLANNER DATADA CICEROS SEMANAL ANOTACOES 14x21,266.13,242.47,299.77,, ,808.37,0.49
7899866830868,1140,1,"PLANNER DATADA WIRE-O DIARIA 11,5x16",183.87,167.53,207.11,, ,558.51,0.49
